id,title,Publish Time,Mission,Methods,Object
1055,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019A&A...626A..21A"", ""Using deep neural networks to compute the mass of forming planets"")",2019-6-1,Prediction-Regression,NN:MLP,Planet
1056,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019RAA....19...66L"", ""Retrieving volume FeO and TiO$_2$ abundances of lunar regolith with CE-2 CELMS data using BPNN method"")",2019-5-1,Prediction-Regression,NN:MLP,Planet
1057,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.3569H"", ""A machine learning artificial neural network calibration of the strong-line oxygen abundance"")",2019-5-1,Prediction-Regression,NN:MLP,Galaxies
1058,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.1924B"", ""Constraining the three-dimensional orbits of galaxies under ram pressure stripping with convolutional neural networks"")",2019-5-1,Prediction-Regression,CNN,Galaxies
1059,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.1377C"", ""A convolutional neural network for cosmic string detection in CMB temperature maps"")",2019-5-1,Object Detection,CNN,Cosmology
1060,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.485..666B"", ""What shapes a galaxy? - unraveling the role of mass, environment, and star formation in forming galactic structure"")",2019-5-1,Prediction-Regression,NN:MLP,Galaxies
1061,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJS..242....6P"", ""Physical Parameters of Northern Eclipsing Binaries in the Catalina Sky Survey"")",2019-5-1,Prediction-Regression,NN:MLP,Stars
1062,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...877...12T"", ""Discovery of Tidal Tails in Disrupting Open Clusters: Coma Berenices and a Neighbor Stellar Group"")",2019-5-1,Object Detection,NN:SOM,Star Clusters
1063,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...876...82N"", ""A Deep Learning Approach to Galaxy Cluster X-Ray Masses"")",2019-5-1,Prediction-Regression,CNN,Galaxies
1064,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019AJ....157..169D"", ""Identifying Exoplanets with Deep Learning. II. Two New Super-Earths Uncovered by a Neural Network in K2 Data"")",2019-5-1,Object Detection,CNN,Planet
1065,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019A&A...625A.119M"", ""The strong gravitational lens finding challenge"")",2019-5-1,Object Detection,CNN,Gravitational Lenses
1066,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5771A"", ""Classifying the large-scale structure of the universe with deep neural networks"")",2019-4-1,Image Segmentation,Unet,Cosmology
1067,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.5330J"", ""Finding high-redshift strong lenses in DES using convolutional neural networks"")",2019-4-1,Object Detection,CNN,Gravitational Lenses
1068,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.4683W"", ""Using convolutional neural networks to predict galaxy metallicity from three-colour images"")",2019-4-1,Prediction-Regression,CNN:ResNet,Galaxies
1069,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3879P"", ""LinKS: discovering galaxy-scale strong lenses in the Kilo-Degree Survey using convolutional neural networks"")",2019-4-1,Object Detection,CNN,Gravitational Lenses
1070,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.2793V"", ""DEEPSOURCE: point source detection using deep learning"")",2019-4-1,Object Detection,CNN,Instruments/Software/Methods
1072,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...875...40C"", ""Realistic On-the-fly Outcomes of Planetary Collisions: Machine Learning Applied to Simulations of Giant Impacts"")",2019-4-1,Simulation,NN:MLP,Planet
1073,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...874..145N"", ""Automatic Detection of Interplanetary Coronal Mass Ejections from In Situ Data: A Deep Learning Approach"")",2019-4-1,Object Detection,CNN,Solar
1074,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019A&A...624A.102D"", ""Morphology-assisted galaxy mass-to-light predictions using deep learning"")",2019-4-1,Prediction-Regression,CNN:ResNet,Galaxies
1075,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019RAA....19...42L"", ""A deep learning approach for detecting candidates of supernova remnants"")",2019-3-1,Object Detection,CNN,Stars
1076,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.484..294D"", ""MADE: a spectroscopic mass, age, and distance estimator for red giant stars with Bayesian machine learning"")",2019-3-1,Prediction-Regression,BNN,Stars
1077,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.484..282G"", ""Deep learning from 21-cm tomography of the cosmic dawn and reionization"")",2019-3-1,Prediction-Regression,CNN,Galaxies
1078,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.483.5534S"", ""Machine-learning approaches to exoplanet transit detection and candidate validation in wide-field ground-based surveys"")",2019-3-1,Object Detection,CNN,Planet
1079,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.483.5179C"", ""Inferring cosmic string tension through the neural network prediction of string locations in CMB maps"")",2019-3-1,Prediction-Regression,CNN:ResNet,Cosmology
1081,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.483.4774L"", ""Classification of large-scale stellar spectra based on deep convolutional neural network"")",2019-3-1,Object Classification,CNN:Conv1D,Stars
1082,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.483.3255L"", ""Deep learning of multi-element abundances from high-resolution spectroscopic data"")",2019-3-1,Prediction-Regression,CNN,Stars
1083,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.483.2968W"", ""Identification of low surface brightness tidal features in galaxies using convolutional neural networks"")",2019-3-1,Object Detection,CNN,Galaxies
1084,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...873..128O"", ""RADYNVERSION: Learning to Invert a Solar Flare Atmosphere with Invertible Neural Networks"")",2019-3-1,Prediction-Regression,NN:INN,Solar
1085,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...873...17W"", ""A Method for Weak Pulsar Signal Detection Combining the Bispectrum and a Deep Convolutional Neural Network"")",2019-3-1,Object Detection,CNN:InceptionNet,Stars
1086,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.483L..28M"", ""Mode classification in fast-rotating stars using a convolutional neural network: model-based regular patterns in \ensuremath\delta Scuti stars"")",2019-2-1,Object Classification,CNN,Stars
1087,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.483.2524H"", ""Identifying reionization sources from 21 cm maps using Convolutional Neural Networks"")",2019-2-1,Object Detection,CNN,Instruments/Software/Methods
1088,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..964B"", ""Classifying complex Faraday spectra with convolutional neural networks"")",2019-2-1,Object Classification,CNN:InceptionNet,Instruments/Software/Methods
1089,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.483..529C"", ""The PAU survey: star-galaxy classification with multi narrow-band data"")",2019-2-1,Object Classification,CNN,Galaxies
1090,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.5078A"", ""Deep multi-survey classification of variable stars"")",2019-2-1,Object Classification,CNN:Conv1D,Stars
1091,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJS..240...34M"", ""A Machine Learning Based Morphological Classification of 14,245 Radio AGNs Selected from the Best-Heckman Sample"")",2019-2-1,Object Classification,CNN,AGN
1092,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...871..240A"", ""The Accretion History of AGNs. I. Supermassive Black Hole Population Synthesis Model"")",2019-2-1,Prediction-Regression,NN:MLP,AGN
1093,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019A&A...622A.182W"", ""J-PLUS: Identification of low-metallicity stars with artificial neural networks using SPHINX"")",2019-2-1,Object Detection,NN:MLP,Stars
1094,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019A&A...622A.124A"", ""Supervised neural networks for helioseismic ring-diagram inversions"")",2019-2-1,Prediction-Regression,NN:MLP,Solar
1095,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019RAA....19...11Z"", ""Unit panel node detection by CNN on FAST reflector"")",2019-1-1,Object Detection,CNN,Instruments/Software/Methods
1097,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.2861B"", ""A volumetric deep Convolutional Neural Network for simulation of mock dark matter halo catalogues"")",2019-1-1,Image Segmentation,CNN:V-Net,Cosmology
1098,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1211W"", ""Radio Galaxy Zoo: CLARAN - a deep learning classifier for radio morphologies"")",2019-1-1,Object Classification,CNN:RCNN,Galaxies
1099,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..807P"", ""Testing convolutional neural networks for finding strong gravitational lenses in KiDS"")",2019-1-1,Object Detection,CNN,Gravitational Lenses
1100,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..313L"", ""Using deep Residual Networks to search for galaxy-Ly \ensuremath\alpha emitter lens candidates based on spectroscopic selection"")",2019-1-1,Object Detection,CNN:ResNet,Gravitational Lenses
1101,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019A&A...621A.103B"", ""Deriving star cluster parameters with convolutional neural networks. I. Age, mass, and size"")",2019-1-1,Prediction-Regression,CNN:ResNet,Star Clusters
1102,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019A&A...621A..36T"", ""Weak-lensing shear measurement with machine learning. Teaching artificial neural networks about feature noise"")",2019-1-1,Prediction-Regression,NN:MLP,Gravitational Lenses
1103,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019A&A...621A..26P"", ""Photometric redshifts from SDSS images using a convolutional neural network"")",2019-1-1,Prediction-Regression,CNN:InceptionNet,Galaxies
1104,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018PhRvD..98l3518F"", ""Cosmological constraints from noisy convergence maps through deep learning"")",2018-12-1,Prediction-Regression,CNN,Cosmology
1105,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018PhRvD..98l2002A"", ""New method to observe gravitational waves emitted by core collapse supernovae"")",2018-12-1,Object Detection,CNN,Gravitational Waves
1106,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.5014I"", ""Segmentation of coronal holes in solar disc images with a convolutional neural network"")",2018-12-1,Image Segmentation,Unet,Solar
1107,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018ApJ...869...91P"", ""Application of the Deep Convolutional Neural Network to the Forecast of Solar Flare Occurrence Using Full-disk Solar Magnetograms"")",2018-12-1,Prediction,CNN:InceptionNet,Solar
1108,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018AJ....156..256C"", ""Applying Deep Learning to Fast Radio Burst Classification"")",2018-12-1,Object Classification,CNN,Transient
1109,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018MNRAS.480.3749G"", ""Deep learning based detection of cosmological diffuse radio sources"")",2018-11-1,Object Detection,CNN,Instruments/Software/Methods
1110,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018ApJ...868...38T"", ""Searching for Subsecond Stellar Variability with Wide-field Star Trails and Deep Learning"")",2018-11-1,Object Detection,CNN,Transient
1111,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018MNRAS.480.2085A"", ""The FIRST Classifier: compact and extended radio galaxy classification using deep Convolutional Neural Networks"")",2018-10-1,Object Classification,CNN,Galaxies
1112,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018MNRAS.480.1218W"", ""Galactic cartography with SkyMapper - I. Population substructure and the stellar number density of the inner halo"")",2018-10-1,Object Detection,NN:MLP,Stars
1113,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018MNRAS.479.4509R"", ""Predicting the neutral hydrogen content of galaxies from optical data using machine learning"")",2018-10-1,Prediction-Regression,NN:MLP,Galaxies
1114,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018ApJ...866..149Z"", ""Fast Radio Burst 121102 Pulse Detection and Periodicity: A Machine Learning Approach"")",2018-10-1,Object Detection,CNN:ResNet,Transient
1116,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018MNRAS.479.3791M"", ""Solar activity simulation and forecast with a flux-transport dynamo"")",2018-9-1,Prediction-Regression,NN:MLP,Solar
1117,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018MNRAS.479..415A"", ""Using transfer learning to detect galaxy mergers"")",2018-9-1,Object Detection,CNN,Galaxies
1118,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.4416R"", ""Classifying galaxy spectra at 0.5 < z < 1 with self-organizing maps"")",2018-8-1,Object Classification,NN:SOM,Galaxies
1119,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018A&A...616L..16S"", ""Exploring galaxy evolution with generative models"")",2018-8-1,Generation,AE,Galaxies
1121,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018A&A...616A..69B"", ""Photometric redshifts for the Kilo-Degree Survey. Machine-learning analysis with artificial neural networks"")",2018-8-1,Prediction-Regression,NN:MLP,Galaxies
1122,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018PhRvD..98b3019F"", ""Methodology study of machine learning for the neutron star equation of state"")",2018-8-1,Simulation,NN:MLP,Stars
1123,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.1272H"", ""The fidelity of Kepler eclipsing binary parameters inferred by the neural network"")",2018-7-1,Prediction-Regression,NN:MLP,Stars
1124,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018AJ....156....7H"", ""Machine Learning Techniques for Stellar Light Curve Classification"")",2018-7-1,Object Classification,LSTM,Stars
1125,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018PhRvD..97l3530C"", ""Artificial neural network for constructing type Ia supernovae spectrum evolution model"")",2018-6-1,Simulation,NN:MLP,Stars
1126,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018MNRAS.477..894A"", ""Detection of bars in galaxies using a deep convolutional neural network"")",2018-6-1,Object Detection,CNN,Galaxies
1127,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018MNRAS.476.5692L"", ""A machine learns to predict the stability of circumbinary planets"")",2018-6-1,Object Classification,NN:MLP,Planet
1128,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018MNRAS.476.5365S"", ""Effective image differencing with convolutional neural networks for real-time transient hunting"")",2018-6-1,Anomaly Detection,AE,Transient
1129,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018A&A...614A...5D"", ""Enhancing SDO/HMI images using deep learning"")",2018-6-1,Image Refinement,CNN:ResNet,Solar
1130,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018PhRvD..97j3515G"", ""Non-Gaussian information from weak lensing data via deep learning"")",2018-5-1,Prediction-Regression,CNN,Gravitational Lenses
1131,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018PhRvD..97j1501G"", ""Classification and unsupervised clustering of LIGO data with Deep Transfer Learning"")",2018-5-1,Object Classification,CNN,Gravitational Waves
1132,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018MNRAS.476.3233H"", ""Deep learning classification in asteroseismology using an improved neural network: results on 15 000 Kepler red giants and applications to K2 and TESS data"")",2018-5-1,Object Classification,CNN:Conv1D,Stars
1133,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018MNRAS.476.1151P"", ""Deep learning of quasar spectra to discover and characterize damped Ly\ensuremath\alpha systems"")",2018-5-1,Object Detection + Prediction-Regression,CNN,Quasars
1134,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018MNRAS.476..246L"", ""Radio Galaxy Zoo: compact and extended radio source classification with deep learning"")",2018-5-1,Object Classification,CNN,Galaxies
1135,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018ApJ...858..114H"", ""Deep Learning Identifies High-z Galaxies in a Central Blue Nugget Phase in a Characteristic Mass Range"")",2018-5-1,Object Detection,CNN,Galaxies
1136,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018ApJ...858..113N"", ""Deep Flare Net (DeFN) Model for Solar Flare Prediction"")",2018-5-1,Prediction,NN:MLP,Solar
1137,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018A&A...613A..71G"", ""Supervised detection of exoplanets in high-contrast imaging sequences"")",2018-5-1,Object Detection,CNN:ConvLSTM,Planet
1138,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018PhRvD..97h3004C"", ""Automatic physical inference with information maximizing neural networks"")",2018-4-1,Statistical Inference,NN:IMNN,Cosmology
1139,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.4739I"", ""Neural network-based preprocessing to estimate the parameters of the X-ray emission of a single-temperature thermal plasma"")",2018-4-1,Prediction-Regression,NN:MLP,High Energy: Plasma
1140,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.2978F"", ""An application of deep learning in the analysis of stellar spectra"")",2018-4-1,Prediction-Regression,CNN,Stars
1141,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.2326P"", ""Machine learning search for variable stars"")",2018-4-1,Object Detection,NN:MLP,Stars
1142,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2018AJ....155..147Z"", ""Shallow Transits\textemdashDeep Learning. I. Feasibility Study of Deep Learning to Detect Periodic Transits of Exoplanets"")",2018-4-1,Object Detection,CNN:Conv1D,Planet
